-208.0 	0 	0 	0.3
-435.0 	1 	0 	0.3
-346.0 	2 	0 	0.3
-200.0 	3 	0 	0.3
-261.5 	4 	0 	0.3
-339.0 	5 	0 	0.3
-190.0 	6 	0 	0.3
-250.5 	7 	0 	0.3
-244.5 	8 	0 	0.3
-186.0 	9 	0 	0.3
-292.0 	10 	0 	0.3
-378.5 	11 	0 	0.3
-246.0 	12 	1 	0.3
-198.0 	13 	0 	0.3
-191.5 	14 	0 	0.3
-146.5 	15 	0 	0.3
-224.0 	16 	0 	0.3
-259.0 	17 	0 	0.3
-383.5 	18 	0 	0.3
-131.0999999999999 	19 	0 	0.3
-306.5 	20 	0 	0.3
-246.5 	21 	0 	0.3
-256.0 	22 	0 	0.3
-326.5 	23 	0 	0.3
99.0 	24 	1 	0.3
-292.0 	25 	1 	0.3
-202.5 	26 	1 	0.3
-116.5 	27 	1 	0.3
-263.0 	28 	0 	0.3
-362.5 	29 	0 	0.3
-290.5 	30 	0 	0.3
-281.0 	31 	0 	0.3
-159.0 	32 	0 	0.3
-226.5 	33 	0 	0.3
-308.0 	34 	0 	0.3
-139.0 	35 	0 	0.3
-262.5 	36 	0 	0.3
-121.5 	37 	0 	0.3
-21.0 	38 	1 	0.3
-174.5 	39 	0 	0.3
-91.5 	40 	1 	0.3
-234.0 	41 	1 	0.3
-437.5 	42 	0 	0.3
146.0 	43 	1 	0.3
-294.8 	44 	0 	0.3
-327.0 	45 	0 	0.3
-15.0 	46 	1 	0.3
-112.0 	47 	1 	0.3
-272.0 	48 	0 	0.3
9.0 	49 	1 	0.3
58.5 	50 	1 	0.3
-280.0 	51 	0 	0.3
-314.5 	52 	0 	0.3
-249.0 	53 	0 	0.3
9.5 	54 	1 	0.3
-106.0 	55 	0 	0.3
-334.5 	56 	0 	0.3
-303.0 	57 	0 	0.3
-71.0 	58 	1 	0.3
-307.0 	59 	0 	0.3
-295.5 	60 	0 	0.3
-1.0 	61 	1 	0.3
-273.0 	62 	0 	0.3
-335.0 	63 	0 	0.3
-147.5 	64 	1 	0.3
-268.5 	65 	0 	0.3
-442.5 	66 	0 	0.3
-249.3 	67 	1 	0.3
-129.5 	68 	0 	0.3
44.0 	69 	1 	0.3
-84.0 	70 	0 	0.3
-276.0 	71 	0 	0.3
-63.0 	72 	1 	0.3
-334.5 	73 	0 	0.3
-279.0 	74 	0 	0.3
-12.5 	75 	1 	0.3
26.0 	76 	1 	0.3
-37.5 	77 	1 	0.3
-12.0 	78 	1 	0.3
-117.0 	79 	1 	0.3
66.5 	80 	1 	0.3
-42.5 	81 	1 	0.3
-151.5 	82 	1 	0.3
-220.5 	83 	1 	0.3
30.0 	84 	1 	0.3
-206.5 	85 	0 	0.3
-190.0 	86 	0 	0.3
-258.5 	87 	0 	0.3
-167.0 	88 	0 	0.3
-209.5 	89 	1 	0.3
-80.0 	90 	1 	0.3
-158.0 	91 	1 	0.3
-34.0 	92 	0 	0.3
-314.5 	93 	0 	0.3
-88.0 	94 	0 	0.3
98.0 	95 	1 	0.3
-135.0 	96 	1 	0.3
-48.0 	97 	1 	0.3
-346.5 	98 	0 	0.3
-138.5 	99 	1 	0.3
31.5 	100 	1 	0.3
-69.5 	101 	1 	0.3
-124.0 	102 	1 	0.3
10.0 	103 	1 	0.3
-47.5 	104 	1 	0.3
-156.0 	105 	0 	0.3
-200.5 	106 	0 	0.3
-219.5 	107 	0 	0.3
-287.0 	108 	0 	0.3
-169.0 	109 	1 	0.3
-111.0 	110 	1 	0.3
-43.79999999999999 	111 	1 	0.3
-130.5 	112 	1 	0.3
-141.0 	113 	1 	0.3
-272.0 	114 	0 	0.3
-69.0 	115 	1 	0.3
-22.5 	116 	1 	0.3
-68.0 	117 	1 	0.3
-126.5 	118 	1 	0.3
-134.0 	119 	1 	0.3
-256.5 	120 	0 	0.3
58.5 	121 	1 	0.3
-56.0 	122 	1 	0.3
-294.0 	123 	1 	0.3
-169.0 	124 	0 	0.3
-394.5 	125 	0 	0.3
-203.0 	126 	0 	0.3
29.5 	127 	1 	0.3
-85.0 	128 	1 	0.3
-80.0 	129 	1 	0.3
-96.5 	130 	1 	0.3
-290.5 	131 	1 	0.3
-240.5 	132 	1 	0.3
-28.0 	133 	1 	0.3
-4.5 	134 	1 	0.3
-182.5 	135 	1 	0.3
-256.0 	136 	0 	0.3
-42.0 	137 	1 	0.3
-257.5 	138 	0 	0.3
-142.5 	139 	1 	0.3
-271.5 	140 	0 	0.3
-246.0 	141 	1 	0.3
93.0 	142 	1 	0.3
-377.0 	143 	0 	0.3
-123.5 	144 	1 	0.3
-78.5 	145 	1 	0.3
-115.5 	146 	1 	0.3
81.0 	147 	1 	0.3
-148.5 	148 	1 	0.3
-151.5 	149 	0 	0.3
2.0 	150 	1 	0.3
17.0 	151 	1 	0.3
-1.5 	152 	1 	0.3
-68.0 	153 	1 	0.3
-415.5 	154 	0 	0.3
43.5 	155 	1 	0.3
-64.5 	156 	1 	0.3
-177.0 	157 	0 	0.3
-218.5 	158 	0 	0.3
-39.0 	159 	1 	0.3
-283.5 	160 	0 	0.3
-91.0 	161 	1 	0.3
-98.0 	162 	1 	0.3
-186.5 	163 	1 	0.3
-185.0 	164 	1 	0.3
-300.5 	165 	0 	0.3
-189.5 	166 	0 	0.3
42.0 	167 	1 	0.3
-172.5 	168 	1 	0.3
77.0 	169 	1 	0.3
-25.5 	170 	1 	0.3
53.0 	171 	1 	0.3
18.5 	172 	1 	0.3
-85.0 	173 	1 	0.3
-239.5 	174 	0 	0.3
-74.0 	175 	1 	0.3
79.0 	176 	1 	0.3
50.5 	177 	1 	0.3
-146.0 	178 	0 	0.3
-12.0 	179 	1 	0.3
82.0 	180 	1 	0.3
-54.0 	181 	1 	0.3
-41.0 	182 	1 	0.3
-55.5 	183 	1 	0.3
-41.0 	184 	1 	0.3
33.0 	185 	1 	0.3
91.5 	186 	1 	0.3
-159.0 	187 	1 	0.3
-132.0 	188 	0 	0.3
-13.0 	189 	1 	0.3
-22.0 	190 	1 	0.3
-281.0 	191 	0 	0.3
-58.0 	192 	1 	0.3
-31.0 	193 	1 	0.3
-299.5 	194 	0 	0.3
-358.5 	195 	0 	0.3
-86.0 	196 	1 	0.3
-24.0 	197 	1 	0.3
-144.5 	198 	1 	0.3
147.0 	199 	1 	0.3
-50.5 	200 	1 	0.3
-385.0 	201 	0 	0.3
-7.5 	202 	1 	0.3
73.0 	203 	1 	0.3
-182.5 	204 	0 	0.3
-115.0 	205 	1 	0.3
-140.0 	206 	0 	0.3
-236.0 	207 	1 	0.3
82.5 	208 	1 	0.3
-192.0 	209 	1 	0.3
-311.0 	210 	1 	0.3
-68.0 	211 	1 	0.3
-5.0 	212 	1 	0.3
-200.5 	213 	0 	0.3
-89.0 	214 	1 	0.3
-281.5 	215 	0 	0.3
-350.0 	216 	0 	0.3
-184.5 	217 	0 	0.3
79.5 	218 	1 	0.3
-286.0 	219 	0 	0.3
-220.5 	220 	1 	0.3
-22.0 	221 	1 	0.3
-503.0 	222 	0 	0.3
-214.0 	223 	0 	0.3
-209.5 	224 	0 	0.3
-129.0 	225 	0 	0.3
-210.5 	226 	1 	0.3
-14.5 	227 	1 	0.3
-10.5 	228 	1 	0.3
-52.0 	229 	1 	0.3
3.5 	230 	1 	0.3
-139.5 	231 	1 	0.3
-126.5 	232 	1 	0.3
-365.5 	233 	0 	0.3
-223.0 	234 	0 	0.3
-42.0 	235 	1 	0.3
34.29999999999994 	236 	1 	0.3
-173.70000000000005 	237 	0 	0.3
-97.0 	238 	1 	0.3
-54.5 	239 	1 	0.3
-21.5 	240 	1 	0.3
22.5 	241 	1 	0.3
-158.5 	242 	1 	0.3
-75.0 	243 	1 	0.3
2.5 	244 	1 	0.3
57.5 	245 	1 	0.3
-179.0 	246 	0 	0.3
-393.5 	247 	0 	0.3
-41.5 	248 	1 	0.3
77.5 	249 	1 	0.3
-204.0 	250 	0 	0.3
-201.5 	251 	0 	0.3
34.0 	252 	1 	0.3
7.0 	253 	1 	0.3
-164.5 	254 	1 	0.3
-11.5 	255 	1 	0.3
-414.5 	256 	1 	0.3
-36.5 	257 	1 	0.3
