-239.5 	0 	0 	0.3 	0 	6 	0.0
-161.5 	1 	0 	0.3 	0 	6 	0.0
97.0 	2 	1 	0.3 	0 	6 	0.0
-148.5 	4 	0 	0.3 	0 	6 	0.0
-221.0 	5 	0 	0.3 	777 	6 	0.14643137560177943
3.0 	6 	1 	0.3 	728 	6 	0.12725560062137484
-68.0 	7 	1 	0.3 	795 	6 	0.12453234474780113
123.5 	8 	1 	0.3 	722 	6 	0.00945572841696563
-188.5 	9 	0 	0.3 	785 	6 	0.10038643627634344
-85.0 	10 	1 	0.3 	0 	6 	0.0
-125.5 	11 	0 	0.3 	0 	6 	0.0
-226.0 	12 	0 	0.3 	0 	6 	0.0
-13.5 	13 	1 	0.3 	0 	6 	0.0
-200.5 	14 	0 	0.3 	745 	6 	0.05503123043775798
-246.5 	15 	0 	0.3 	0 	6 	0.0
8.0 	16 	1 	0.3 	0 	6 	0.0
-68.0 	17 	0 	0.3 	745 	6 	0.037985515827300365
-17.0 	18 	1 	0.3 	0 	6 	0.0
112.5 	19 	1 	0.3 	0 	6 	0.0
-226.5 	20 	0 	0.3 	801 	6 	0.043084683845713026
-172.0 	21 	0 	0.3 	0 	6 	0.0
-196.5 	22 	0 	0.3 	0 	6 	0.0
1.0 	23 	1 	0.3 	0 	6 	0.0
6.0 	24 	1 	0.3 	0 	6 	0.0
-238.0 	25 	0 	0.3 	802 	6 	0.0
114.5 	26 	1 	0.3 	708 	6 	0.0366340134951921
-318.0 	27 	0 	0.3 	0 	6 	0.0
-148.5 	28 	1 	0.3 	801 	6 	0.024091542173052347
-208.0 	29 	0 	0.3 	0 	6 	0.0
-222.0 	30 	0 	0.3 	0 	6 	0.0
-261.0 	31 	0 	0.3 	0 	6 	0.0
-360.5 	32 	0 	0.3 	0 	6 	0.0
-196.0 	33 	0 	0.3 	833 	6 	0.02766294176510072
-398.0 	34 	0 	0.3 	0 	6 	0.0
-126.0 	35 	0 	0.3 	928 	6 	0.0
-267.5 	36 	0 	0.3 	746 	6 	0.0
-362.0 	37 	0 	0.3 	714 	6 	0.0
-378.0 	38 	0 	0.3 	707 	6 	0.0
-328.0 	39 	0 	0.3 	0 	6 	0.0
-95.0 	40 	1 	0.3 	714 	6 	0.05557708271208666
-439.0 	41 	0 	0.3 	0 	6 	0.0
-362.5 	42 	0 	0.3 	867 	6 	0.0
-332.0 	43 	0 	0.3 	0 	6 	0.0
-221.0 	44 	0 	0.3 	656 	6 	0.01299470568248139
-161.0 	45 	0 	0.3 	680 	6 	0.0012773735635101956
-416.5 	46 	0 	0.3 	0 	6 	0.0
-189.0 	47 	1 	0.3 	706 	6 	0.0
-409.5 	48 	0 	0.3 	680 	6 	0.0
-211.5 	49 	0 	0.3 	0 	6 	0.0
-445.0 	50 	0 	0.3 	0 	6 	0.0
-549.0 	51 	0 	0.3 	0 	6 	0.0
-425.0 	52 	0 	0.3 	779 	6 	0.05306933032480912
